source_folder,base_image,docker_image_name,image_size,package_extraction,dependency_installation,dockerfile_generated,executable,dockergeneration-time-real,dockergeneration-time-user,dockergeneration-time-sys,detected_dependencies,installed_dependencies,ms-base-image,minimal-set,advanced-dependencies,extended-base,code-inspection-time,overall-time,execution-error,dockerfile-error,error-label
rdb/applied-pred-6.1,rver-base,applied-pred-6.1,1067163554,renv,rspm-only-binary,1,1,3m26.515s,0m0.400s,0m0.289s,6,9,1,0,0,0,30.211464166641235,396.62125730514526,-,-,
rdb/applied-pred-6.2,rapt-base,applied-pred-6.2,784087168,renv,smart,1,1,5m06.615s,0m0.371s,0m0.273s,6,10,1,0,1,0,30.57703685760498,331.81037998199463,-,-,
rdb/applied-pred-6.2,rver-base,applied-pred-6.2,1074151971,renv,rspm-only-binary,1,1,3m43.836s,0m0.350s,0m0.265s,6,10,1,0,1,0,28.39664912223816,266.2426390647888,-,-,
rdb/mario-kart,rapt-base,mario-kart,701605108,renv,smart,1,0,0m43.415s,0m0.161s,0m0.113s,4,7,1,0,1,0,19.885775804519653,100.03923463821411,"y"")]) : \r\n function \'Rcpp_precious_remove\' not provided by package \'Rcpp\'\r\nCalls: <Anonymous> ... makeContent -> makeContent.labelrepeltree -> repel_boxes2\r\nExecution halted\r\n\x1b[?25h'",-,
rdb/mario-kart,rver-base,mario-kart,923914006,renv,all-only-source,1,1,5m25.129s,0m0.380s,0m0.292s,4,7,1,0,1,0,21.441893100738525,353.44993805885315,-,-,
rdb/bio-seq,rapt-base,bio-seq,951172439,renv,smart,1,0,17m29.951s,0m1.048s,0m0.790s,1,4,1,0,0,0,10.113986015319824,1063.9242737293243,b'Error in library(DESeq2) : there is no package called \xe2\x80\x98DESeq2\xe2\x80\x99\r\nExecution halted\r\n',-,RUNTIME_ERROR
rdb/bio-seq,rver-base,bio-seq,1137823166,renv,all-only-source,1,0,7m33.977s,0m0.537s,0m0.398s,1,4,1,0,0,0,12.984665155410767,472.2125837802887,b'Error in library(DESeq2) : there is no package called \xe2\x80\x98DESeq2\xe2\x80\x99\r\nExecution halted\r\n',-,RUNTIME_ERROR
rdb/bio-seq,jupyr-base,bio-seq,2717657958,renv,all-only-source,1,1,9m48.171s,0m0.578s,0m0.406s,1,4,1,0,0,0,11.000540733337402,645.8856680393219,-,-,
rdb/applied-pred-12.1-chem,jupyr-base,applied-pred-12.1-chem,2527819198,renv,cran-only-source,1,1,4m10.640s,0m0.605s,0m0.344s,5,10,1,0,1,0,33.96552395820618,348.692547082901,-,-,
rdb/applied-pred-12.1-chem,rapt-base,applied-pred-12.1-chem,873215823,renv,all-only-source,1,1,18m0.792s,0m1.264s,0m0.868s,5,10,1,0,1,0,28.115949869155884,1164.0068838596344,-,-,
rdb/applied-pred-12.1-chem,rapt-base,applied-pred-12.1-chem,788554519,renv,smart,1,0,4m47.258s,0m0.362s,0m0.273s,5,10,1,0,1,0,27.530246019363403,622.725672006607,Execution took too long. Process killed.,-,EXC_TOO_LONG
rdb/applied-pred-12.1-chem,rver-base,applied-pred-12.1-chem,1078797292,renv,rspm-only-binary,1,1,3m48.350s,0m0.376s,0m0.271s,5,10,1,0,1,0,30.901036024093628,370.62757182121277,-,-,
rdb/applied-pred-12.2,jupyr-base,applied-pred-12.2,2527819410,renv,cran-only-source,1,1,4m41.414s,0m0.630s,0m0.349s,5,10,1,0,1,0,35.1241888999939,346.8799819946289,-,-,
rdb/applied-pred-12.2,rapt-base,applied-pred-12.2,873216686,renv,all-only-source,1,1,15m22.561s,0m1.207s,0m0.889s,5,10,1,0,1,0,35.06401014328003,982.807538986206,-,-,
rdb/applied-pred-12.2,rapt-base,applied-pred-12.2,788554637,renv,smart,1,0,4m13.061s,0m0.380s,0m0.266s,5,10,1,0,1,0,28.17650580406189,586.4631621837616,Execution took too long. Process killed.,-,EXC_TOO_LONG
rdb/applied-pred-12.2,rver-base,applied-pred-12.2,1079797452,renv,rspm-only-binary,1,1,3m47.974s,0m0.395s,0m0.310s,5,10,1,0,1,0,28.375457763671875,281.88700795173645,-,-,

rdb/applied-pred-7.4,rapt-base,applied-pred-7.4,-,renv,spm-only-binary,0,0,-,-,-,10,14,1,0,1,0,42.543591022491455,42.54367017745972,-,The package 'AppliedPredictiveModeling' could not be located in the CRAN repository and/or does not have a binary format,PKG_NO_BINARY_CRAN_VERSION
rdb/applied-pred-7.4,rapt-base,applied-pred-7.4,800843133,renv,smart,1,0,4m38.329s,0m0.359s,0m0.264s,10,14,1,0,1,0,41.570120096206665,336.83757185935974,"h\x1b[?25hError in train.default(trainXnnet trainFat method = ""avNNet"" tuneGrid = nnetGrid : \r\n object \'trainFat\' not found\r\nCalls: train -> train.default\r\nExecution halted\r\n\x1b[?25h'",-,RUNTIME_ERROR
rdb/applied-pred-12.1-bio,rapt-base,applied-pred-12.1-bio,788554078,renv,smart,1,0,4m26.660s,0m0.384s,0m0.265s,5,10,1,0,1,0,26.72909379005432,320.12607312202454,"3rd Qu.: NA \r\n Max. : NA Max. : NA \r\n NA's :1 NA's :1 \r\nError: Stopping\r\nIn addition: There were 26 warnings (use warnings() to see them)\r\nExecution halted\r\n\x1b[?25h""",-,RUNTIME_ERROR
rdb/applied-pred-12.1-comb,rapt-base,applied-pred-12.1-comb,788554616,renv,smart,1,0,4m20.360s,0m0.356s,0m0.247s,5,10,1,0,1,0,25.136327981948853,321.61916995048523,"3rd Qu.: NA \r\n Max. : NA Max. : NA \r\n NA's :1 NA's :1 \r\nError: Stopping\r\nIn addition: There were 26 warnings (use warnings() to see them)\r\nExecution halted\r\n\x1b[?25h""",-,RUNTIME_ERROR
rdb/applied-pred-7.3,jupyr-base,applied-pred-7.3,2528274195,renv,all-only-source,1,0,3m18.466s,0m0.531s,0m0.299s,5,10,1,0,1,0,31.269139289855957,542.3994369506836,Execution took too long. Process killed.,-,EXC_TOO_LONG
rdb/applied-pred-7.3,rapt-base,applied-pred-7.3,767256889,renv,smart,1,0,1m35.136s,0m0.220s,0m0.127s,5,11,1,0,1,0,36.24769687652588,303.6686930656433,") attr(splitv ""n"")) : \r\n function \'Rcpp_precious_remove\' not provided by package \'Rcpp\'\r\nCalls: createDataPartition -> dlply -> splitter_d -> split_indices\r\nExecution halted\r\n\x1b[?25h'",-,RUNTIME_ERROR
